Name,Asx D/L,Glx D/L,Ser D/L,Arg D/L,Ala D/L,Tyr D/L,Val D/L,Phe D/L,Leu D/L,Ile D/L,[Ser]/[Ala],Bleached,Type,Time,Genus,Species,materials
15536bF,0.74,0.90,0.87,0.84,0.85,0.00,0.89,0.79,0.92,1.04,0.11499694,b,F,,Patella,spp. (might be caerulea),shell
15536bF,0.74,0.90,0.88,0.81,0.85,0.00,0.89,0.77,0.93,1.03,0.113647656,b,F,,Patella,spp. (might be caerulea),shell
15537bF,0.70,0.51,1.02,0.87,0.68,0.00,0.55,0.63,0.71,0.73,0.446943619,b,F,,Patella,spp. (might be caerulea),shell
15537bF,0.70,0.51,1.01,0.83,0.68,0.00,0.55,0.69,0.71,0.72,0.446200782,b,F,,Patella,spp. (might be caerulea),shell
15538bF,0.69,0.32,0.97,0.96,0.51,0.00,0.25,0.42,0.42,0.30,0.517870357,b,F,,Patella,spp. (might be caerulea),shell
15538bF,0.69,0.32,0.97,1.12,0.52,0.00,0.28,0.44,0.40,0.32,0.512637567,b,F,,Patella,spp. (might be caerulea),shell
15539bF,0.73,0.46,1.01,0.82,0.67,0.21,0.52,0.54,0.67,0.61,0.447942333,b,F,,Patella,spp. (might be caerulea),shell
15539bF,0.73,0.46,1.01,0.85,0.67,0.40,0.52,0.65,0.64,0.68,0.454804617,b,F,,Patella,spp. (might be caerulea),shell
15540bF,0.71,0.56,1.00,0.90,0.68,0.00,0.57,0.64,0.73,0.85,0.471292004,b,F,,Patella,spp. (might be caerulea),shell
15540bF,0.71,0.55,1.00,0.91,0.69,0.00,0.57,0.71,0.70,0.83,0.475610313,b,F,,Patella,spp. (might be caerulea),shell
15541bF,0.73,0.57,1.01,0.84,0.72,0.00,0.67,0.65,0.78,0.92,0.428895594,b,F,,Patella,spp. (might be caerulea),shell
15541bF,0.72,0.57,1.01,0.86,0.72,0.00,0.69,0.72,0.74,0.89,0.431530771,b,F,,Patella,spp. (might be caerulea),shell
15542bF,0.67,0.47,1.00,0.86,0.69,0.00,0.66,0.65,0.75,0.85,0.479598459,b,F,,Patella,spp. (might be caerulea),shell
15542bF,0.66,0.47,0.99,0.87,0.69,0.00,0.63,0.63,0.70,0.90,0.48062526,b,F,,Patella,spp. (might be caerulea),shell
15543bF,0.73,0.60,0.97,0.92,0.74,0.30,0.63,0.78,0.80,1.00,0.400511738,b,F,,Patella,spp. (might be caerulea),shell
15543bF,0.73,0.61,1.01,0.91,0.74,0.00,0.64,0.78,0.77,0.99,0.400427589,b,F,,Patella,spp. (might be caerulea),shell
15544bF,0.72,0.42,1.01,0.95,0.63,0.00,0.49,0.64,0.64,0.70,0.451324148,b,F,,Patella,spp. (might be caerulea),shell
15544bF,0.72,0.42,1.01,0.88,0.62,0.00,0.49,0.64,0.61,0.68,0.452232077,b,F,,Patella,spp. (might be caerulea),shell
15545bF,0.66,0.45,0.73,0.78,0.63,0.00,0.58,0.63,0.70,0.77,0.572930573,b,F,,Patella,spp. (might be caerulea),shell
15545bF,0.68,0.46,1.01,0.76,0.64,0.00,0.60,0.69,0.68,0.79,0.504832211,b,F,,Patella,spp. (might be caerulea),shell
15546bF,0.70,0.44,0.99,0.90,0.66,0.00,0.52,0.64,0.65,0.70,0.43918468,b,F,,Patella,spp. (might be caerulea),shell
15546bF,0.70,0.44,1.01,0.79,0.65,0.00,0.51,0.60,0.61,0.67,0.439601,b,F,,Patella,spp. (might be caerulea),shell
15547bF,0.71,0.35,1.01,0.89,0.55,0.00,0.26,0.47,0.41,0.32,0.464860323,b,F,,Patella,spp. (might be caerulea),shell
15547bF,0.71,0.35,1.02,0.81,0.54,0.00,0.26,0.46,0.40,0.31,0.468543128,b,F,,Patella,spp. (might be caerulea),shell
15548bF,0.71,0.49,1.01,1.09,0.68,2.75,0.47,0.61,0.61,0.60,0.363983142,b,F,,Patella,spp. (might be caerulea),shell
15548bF,0.71,0.49,1.00,0.94,0.67,0.23,0.45,0.57,0.59,0.55,0.358577363,b,F,,Patella,spp. (might be caerulea),shell
15549bF,0.74,0.39,1.03,1.01,0.61,0.00,0.31,0.54,0.47,0.36,0.407816337,b,F,,Patella,spp. (might be caerulea),shell
15549bF,0.75,0.39,1.04,0.91,0.61,0.00,0.32,0.51,0.46,0.35,0.405091701,b,F,,Patella,spp. (might be caerulea),shell
15550bF,0.69,0.38,1.01,0.75,0.61,0.89,0.63,0.58,0.64,0.70,0.60346736,b,F,,Patella,spp. (might be caerulea),shell
15550bF,0.69,0.39,1.01,0.72,0.61,0.39,0.59,0.61,0.64,0.76,0.603757113,b,F,,Patella,spp. (might be caerulea),shell
15551bF,0.67,0.31,0.98,0.77,0.52,0.00,0.32,0.47,0.51,0.33,0.305107053,b,F,,Patella,spp. (might be caerulea),shell
15551bF,0.68,0.30,0.96,0.73,0.52,0.53,0.31,0.49,0.50,0.36,0.313174621,b,F,,Patella,spp. (might be caerulea),shell
15552bF,0.70,0.49,1.01,1.06,0.71,0.00,0.69,0.53,0.76,0.88,0.459693244,b,F,,Patella,spp. (might be caerulea),shell
15552bF,0.70,0.49,1.00,1.14,0.70,0.49,0.67,0.62,0.77,0.95,0.461242148,b,F,,Patella,spp. (might be caerulea),shell
15553bF,0.71,0.40,0.99,0.78,0.58,0.00,0.40,0.50,0.57,0.52,0.381824395,b,F,,Patella,spp. (might be caerulea),shell
15553bF,0.71,0.40,0.99,0.68,0.57,0.00,0.38,0.53,0.54,0.48,0.387509879,b,F,,Patella,spp. (might be caerulea),shell
15554bF,0.74,0.60,0.94,1.01,0.75,0.00,0.60,0.60,0.68,0.68,0.26028201,b,F,,Patella,spp. (might be caerulea),shell
15554bF,0.73,0.60,0.96,1.10,0.76,0.00,0.61,0.60,0.69,0.70,0.260134812,b,F,,Patella,spp. (might be caerulea),shell
15526bH*,0.35,0.28,0.44,0.52,0.36,#DIV/0!,0.23,0.38,0.38,0.27,0.345759705,b,H,*,Patella,spp. (might be caerulea),shell
15526bH*,0.35,0.28,0.44,0.50,0.35,#DIV/0!,0.24,0.43,0.39,0.26,0.340245051,b,H,*,Patella,spp. (might be caerulea),shell
15527bH*,0.72,0.68,0.32,1.32,0.77,#DIV/0!,0.43,0.77,0.65,0.51,0.041390829,b,H,*,Patella,spp. (might be caerulea),shell
15527bH*,0.72,0.68,0.35,1.26,0.70,#DIV/0!,0.44,0.77,0.68,0.49,0.039113716,b,H,*,Patella,spp. (might be caerulea),shell
15528bH*,0.31,0.19,0.41,0.33,0.28,#DIV/0!,0.18,0.31,0.28,0.21,0.669879704,b,H,*,Patella,spp. (might be caerulea),shell
15528bH*,0.31,0.19,0.41,0.32,0.28,#DIV/0!,0.18,0.30,0.28,0.22,0.625511802,b,H,*,Patella,spp. (might be caerulea),shell
15529bH*,0.28,0.18,0.42,0.31,0.29,0.00,0.16,0.29,0.27,0.21,0.720455878,b,H,*,Patella,spp. (might be caerulea),shell
15529bH*,0.28,1.00,0.42,0.30,0.29,#DIV/0!,0.16,0.29,0.27,0.21,0.682408146,b,H,*,Patella,spp. (might be caerulea),shell
15530bH*,0.37,0.21,0.49,0.40,0.30,#DIV/0!,0.17,0.33,0.29,0.21,0.538981702,b,H,*,Patella,spp. (might be caerulea),shell
15530bH*,0.37,0.21,0.49,0.40,0.30,#DIV/0!,0.17,0.36,0.30,0.20,0.508746131,b,H,*,Patella,spp. (might be caerulea),shell
15531bH*,0.28,0.24,0.40,0.37,0.36,#DIV/0!,0.21,0.38,0.39,0.30,0.534141865,b,H,*,Patella,spp. (might be caerulea),shell
15531bH*,0.28,0.24,0.38,0.35,0.36,#DIV/0!,0.21,0.38,0.41,0.29,0.532033536,b,H,*,Patella,spp. (might be caerulea),shell
15532bH*,0.26,0.20,0.37,0.31,0.31,#DIV/0!,0.17,0.32,0.33,0.26,0.64542945,b,H,*,Patella,spp. (might be caerulea),shell
15532bH*,0.26,0.20,0.38,0.30,0.28,#DIV/0!,0.17,0.31,0.36,0.26,0.544056639,b,H,*,Patella,spp. (might be caerulea),shell
15533bH*,0.26,0.18,0.38,0.32,0.30,#DIV/0!,0.18,0.29,0.27,0.21,0.702188123,b,H,*,Patella,spp. (might be caerulea),shell
15533bH*,0.26,0.18,0.38,0.32,0.29,#DIV/0!,0.19,0.28,0.30,0.23,0.656141677,b,H,*,Patella,spp. (might be caerulea),shell
15534bH*,0.37,0.22,0.43,0.43,0.31,0.00,0.19,0.35,0.32,0.22,0.477921759,b,H,*,Patella,spp. (might be caerulea),shell
15534bH*,0.37,0.22,0.44,0.40,0.28,#DIV/0!,0.18,0.33,0.35,0.22,0.437436165,b,H,*,Patella,spp. (might be caerulea),shell
15535bH*,0.33,0.21,0.40,0.35,0.32,0.00,0.17,0.33,0.31,0.24,0.593083565,b,H,*,Patella,spp. (might be caerulea),shell
15535bH*,0.33,0.21,0.40,0.34,0.29,0.00,0.16,0.34,0.32,0.24,0.581332109,b,H,*,Patella,spp. (might be caerulea),shell
15536bH*,0.35,0.35,0.35,0.38,0.45,#DIV/0!,0.30,0.45,0.42,0.33,0.162795969,b,H,*,Patella,spp. (might be caerulea),shell
15536bH*,0.35,0.35,0.36,0.37,0.42,#DIV/0!,0.30,0.44,0.43,0.32,0.15794151,b,H,*,Patella,spp. (might be caerulea),shell
15537bH*,0.27,0.20,0.37,0.33,0.32,#DIV/0!,0.19,0.34,0.34,0.25,0.66698654,b,H,*,Patella,spp. (might be caerulea),shell
15537bH*,0.27,0.21,0.37,0.32,0.31,0.00,0.19,0.33,0.35,0.27,0.614399153,b,H,*,Patella,spp. (might be caerulea),shell
15538bH*,0.31,0.18,0.42,0.36,0.26,#DIV/0!,0.12,0.24,0.23,0.16,0.676893653,b,H,*,Patella,spp. (might be caerulea),shell
15538bH*,0.32,0.18,0.44,0.35,0.24,#DIV/0!,0.12,0.24,0.26,0.16,0.585860599,b,H,*,Patella,spp. (might be caerulea),shell
15539bH*,0.37,0.22,0.49,0.41,0.36,#DIV/0!,0.19,0.34,0.34,0.23,0.557372269,b,H,*,Patella,spp. (might be caerulea),shell
15539bH*,0.37,0.22,0.50,0.41,0.34,#DIV/0!,0.20,0.35,0.35,0.24,0.539883453,b,H,*,Patella,spp. (might be caerulea),shell
15540bH*,0.30,0.22,0.43,0.38,0.34,0.38,0.18,0.34,0.33,0.26,0.603163692,b,H,*,Patella,spp. (might be caerulea),shell
15540bH*,0.30,0.21,0.43,0.35,0.31,0.34,0.18,0.35,0.35,0.27,0.557039764,b,H,*,Patella,spp. (might be caerulea),shell
15541bH*,0.29,0.24,0.42,0.36,0.36,#DIV/0!,0.20,0.37,0.35,0.27,0.591751466,b,H,*,Patella,spp. (might be caerulea),shell
15541bH*,0.30,0.23,0.43,0.35,0.35,#DIV/0!,0.20,0.36,0.36,0.28,0.552701182,b,H,*,Patella,spp. (might be caerulea),shell
15542bH*,0.25,0.19,0.36,0.34,0.32,#DIV/0!,0.18,0.30,0.33,0.23,0.655223313,b,H,*,Patella,spp. (might be caerulea),shell
15542bH*,0.25,0.19,0.36,0.32,0.30,#DIV/0!,0.17,0.31,0.34,0.24,0.633947561,b,H,*,Patella,spp. (might be caerulea),shell
15543bH*,0.30,0.25,0.43,0.37,0.38,0.32,0.23,0.41,0.41,0.34,0.557617306,b,H,*,Patella,spp. (might be caerulea),shell
15543bH*,0.30,0.25,0.43,0.35,0.36,0.00,0.22,0.40,0.42,0.33,0.542096427,b,H,*,Patella,spp. (might be caerulea),shell
15544bH*,0.34,0.20,0.49,0.41,0.30,0.26,0.18,0.32,0.31,0.21,0.529981988,b,H,*,Patella,spp. (might be caerulea),shell
15544bH*,0.34,0.20,0.49,0.40,0.30,0.00,0.17,0.32,0.31,0.22,0.511106588,b,H,*,Patella,spp. (might be caerulea),shell
15545bH*,0.28,0.19,0.38,0.32,0.31,#DIV/0!,0.19,0.35,0.31,0.25,0.641876993,b,H,*,Patella,spp. (might be caerulea),shell
15545bH*,0.28,0.19,0.38,0.31,0.30,#DIV/0!,0.19,0.35,0.31,0.24,0.620204605,b,H,*,Patella,spp. (might be caerulea),shell
15546bH*,0.28,0.17,0.24,0.24,0.29,0.00,0.15,0.26,0.25,0.21,0.7877334,b,H,*,Patella,spp. (might be caerulea),shell
15546bH*,0.28,0.17,0.24,0.22,0.31,0.00,0.16,0.26,0.27,0.21,0.802438637,b,H,*,Patella,spp. (might be caerulea),shell
15547bH*,0.33,0.20,0.41,0.33,0.30,#DIV/0!,0.14,0.30,0.27,0.17,0.631103515,b,H,*,Patella,spp. (might be caerulea),shell
15547bH*,0.32,0.20,0.41,0.32,0.23,0.00,0.15,0.30,0.33,0.19,0.503444723,b,H,*,Patella,spp. (might be caerulea),shell
15548bH*,0.33,0.23,0.45,0.38,0.34,#DIV/0!,0.19,0.35,0.38,0.25,0.473699683,b,H,*,Patella,spp. (might be caerulea),shell
15549bH*,0.37,0.22,0.45,0.52,0.35,#DIV/0!,0.18,0.34,0.32,0.21,0.539762308,b,H,*,Patella,spp. (might be caerulea),shell
15555bF,0.66,0.45,1.01,0.96,0.68,0.00,0.51,0.67,0.66,0.70,0.456948722,b,F,,Patella,spp. (might be caerulea),shell
15555bF,0.66,0.45,1.01,0.84,0.66,0.00,0.50,0.64,0.63,0.66,0.467890597,b,F,,Patella,spp. (might be caerulea),shell
15556bF,0.63,0.43,1.02,0.87,0.70,0.00,0.66,0.67,0.73,0.83,0.514838677,b,F,,Patella,spp. (might be caerulea),shell
15556bF,0.63,0.43,1.02,0.83,0.67,0.00,0.62,0.66,0.70,0.80,0.528971778,b,F,,Patella,spp. (might be caerulea),shell
15557bF,0.64,0.94,0.86,1.51,0.92,0.75,0.98,0.93,1.04,1.21,0.049072887,b,F,,Patella,spp. (might be caerulea),shell
15557bF,0.64,0.93,0.83,1.20,0.91,0.61,0.96,0.88,1.00,1.19,0.052724903,b,F,,Patella,spp. (might be caerulea),shell
15558bF,0.67,0.54,1.03,1.05,0.74,0.00,0.68,0.77,0.79,0.93,0.424066325,b,F,,Patella,spp. (might be caerulea),shell
15558bF,0.67,0.54,1.04,0.96,0.73,0.00,0.69,0.69,0.76,0.86,0.420512183,b,F,,Patella,spp. (might be caerulea),shell
15559bF,0.70,0.54,1.01,0.88,0.69,0.75,0.52,0.72,0.69,0.79,0.401595866,b,F,,Patella,spp. (might be caerulea),shell
15559bF,0.71,0.54,1.01,0.79,0.69,0.67,0.51,0.71,0.68,0.76,0.404798289,b,F,,Patella,spp. (might be caerulea),shell
15560bF,0.73,0.58,0.99,1.05,0.68,0.00,0.38,0.60,0.57,0.50,0.346843547,b,F,,Patella,spp. (might be caerulea),shell
15560bF,0.73,0.58,0.99,0.91,0.68,0.00,0.38,0.58,0.58,0.50,0.338556758,b,F,,Patella,spp. (might be caerulea),shell
15561bF,0.65,0.48,1.01,0.96,0.69,0.00,0.62,0.69,0.72,0.83,0.45843047,b,F,,Patella,spp. (might be caerulea),shell
15561bF,0.65,0.48,1.01,0.86,0.69,0.00,0.61,0.64,0.74,0.81,0.451283636,b,F,,Patella,spp. (might be caerulea),shell
15562bF,0.70,0.51,1.04,1.21,0.71,0.00,0.45,0.70,0.64,0.60,0.340413084,b,F,,Patella,spp. (might be caerulea),shell
15562bF,0.70,0.50,1.04,0.94,0.71,0.00,0.44,0.68,0.64,0.58,0.340143054,b,F,,Patella,spp. (might be caerulea),shell
15563bF,0.70,0.47,1.00,0.91,0.64,0.35,0.32,0.64,0.57,0.54,0.434376626,b,F,,Patella,spp. (might be caerulea),shell
15563bF,0.70,0.47,1.00,0.84,0.64,0.29,0.32,0.61,0.58,0.53,0.435271505,b,F,,Patella,spp. (might be caerulea),shell
15564bF,0.67,0.43,0.99,1.11,0.66,0.47,0.39,0.60,0.57,0.49,0.307654464,b,F,,Patella,spp. (might be caerulea),shell
15564bF,0.71,0.43,0.99,1.06,0.65,0.45,0.35,0.61,0.60,0.48,0.31198287,b,F,,Patella,spp. (might be caerulea),shell
15565bF,0.70,0.39,1.00,0.97,0.61,0.00,0.28,0.46,0.43,0.28,0.375071794,b,F,,Patella,spp. (might be caerulea),shell
15565bF,0.74,0.39,1.01,1.07,0.59,0.00,0.25,0.49,0.44,0.29,0.38231865,b,F,,Patella,spp. (might be caerulea),shell
15566bF,0.66,0.50,1.01,1.48,0.69,0.40,0.46,0.64,0.63,0.62,0.352680879,b,F,,Patella,spp. (might be caerulea),shell
15566bF,0.71,0.50,1.00,1.45,0.69,0.39,0.46,0.67,0.67,0.71,0.357976705,b,F,,Patella,spp. (might be caerulea),shell
15567bF,0.72,0.60,1.03,0.95,0.76,0.82,0.53,0.76,0.77,0.73,0.307059053,b,F,,Patella,spp. (might be caerulea),shell
15567bF,0.76,0.60,1.01,0.87,0.75,0.57,0.52,0.75,0.75,0.79,0.309149528,b,F,,Patella,spp. (might be caerulea),shell
15568bF,0.72,0.47,1.01,0.89,0.69,0.24,0.35,0.58,0.58,0.39,0.349603778,b,F,,Patella,spp. (might be caerulea),shell
15568bF,0.76,0.47,1.02,0.86,0.68,0.16,0.00,#DIV/0!,#DIV/0!,#DIV/0!,0.359344074,b,F,,Patella,spp. (might be caerulea),shell
15548bH*,0.33,0.23,0.42,1.73,0.40,0.00,0.20,0.36,0.34,0.28,0.533435806,b,H,*,Patella,spp. (might be caerulea),shell
15549bH*,0.36,0.23,0.47,1.56,0.40,0.15,0.18,0.33,0.28,0.21,0.556121218,b,H,*,Patella,spp. (might be caerulea),shell
15550bH*,0.29,0.16,0.44,0.39,0.29,0.25,0.15,0.22,0.21,0.16,0.574774666,b,H,*,Patella,spp. (might be caerulea),shell
15550bH*,0.29,0.16,0.44,0.24,0.27,0.39,0.13,0.22,0.21,0.15,0.580966635,b,H,*,Patella,spp. (might be caerulea),shell
15551bH*,0.22,0.07,0.05,0.08,0.04,0.04,0.05,0.07,0.07,0.00,1.526416802,b,H,*,Patella,spp. (might be caerulea),shell
15551bH*,0.22,0.07,0.05,0.06,0.11,0.03,0.05,0.07,0.07,0.00,1.420447369,b,H,*,Patella,spp. (might be caerulea),shell
15552bH*,0.29,0.21,0.42,0.37,0.39,0.12,0.22,0.33,0.28,0.29,0.620313598,b,H,*,Patella,spp. (might be caerulea),shell
15553bH*,0.32,0.22,0.55,0.49,0.42,0.33,0.27,0.38,0.37,0.38,0.563976783,b,H,*,Patella,spp. (might be caerulea),shell
15553bH*,0.32,0.22,0.55,0.42,0.41,0.31,0.25,0.38,0.37,0.40,0.56828955,b,H,*,Patella,spp. (might be caerulea),shell
15554bH*,0.33,0.29,0.39,0.71,0.44,0.00,0.24,0.36,0.32,0.25,0.382152967,b,H,*,Patella,spp. (might be caerulea),shell
15554bH*,0.33,0.29,0.40,0.46,0.43,0.00,0.22,0.36,0.32,0.25,0.385280367,b,H,*,Patella,spp. (might be caerulea),shell
15555bH*,0.27,0.19,0.46,0.42,0.37,0.00,0.22,0.31,0.32,0.31,0.648352044,b,H,*,Patella,spp. (might be caerulea),shell
15555bH*,0.27,0.19,0.46,0.30,0.35,0.06,0.20,0.32,0.31,0.30,0.661556209,b,H,*,Patella,spp. (might be caerulea),shell
15556bH*,0.26,0.17,0.35,0.43,0.33,0.23,0.20,0.24,0.25,0.23,0.705452192,b,H,*,Patella,spp. (might be caerulea),shell
15556bH*,0.26,0.17,0.36,0.26,0.32,0.15,0.20,0.25,0.25,0.23,0.708824721,b,H,*,Patella,spp. (might be caerulea),shell
15557bH*,0.35,0.38,0.23,0.72,0.60,0.00,0.37,0.43,0.47,0.45,0.176412712,b,H,*,Patella,spp. (might be caerulea),shell
15557bH*,0.35,0.38,0.24,0.43,0.59,0.00,0.36,0.44,0.47,0.44,0.176137736,b,H,*,Patella,spp. (might be caerulea),shell
15558bH*,0.29,0.21,0.39,0.43,0.39,0.13,0.23,0.34,0.33,0.30,0.643001324,b,H,*,Patella,spp. (might be caerulea),shell
15558bH*,0.29,0.21,0.39,0.33,0.39,0.30,0.22,0.33,0.34,0.32,0.633672418,b,H,*,Patella,spp. (might be caerulea),shell
15559bH*,0.33,0.26,0.45,0.49,0.42,0.42,0.23,0.40,0.39,0.36,0.518316577,b,H,*,Patella,spp. (might be caerulea),shell
15559bH*,0.33,0.26,0.46,0.58,0.42,0.42,0.22,0.40,0.38,0.35,0.521566583,b,H,*,Patella,spp. (might be caerulea),shell
15560bH*,0.37,0.27,0.44,0.67,0.43,0.27,0.17,0.28,0.29,0.25,0.472226464,b,H,*,Patella,spp. (might be caerulea),shell
15560bH*,0.37,0.27,0.45,0.40,0.43,0.46,0.17,0.29,0.28,0.23,0.473976113,b,H,*,Patella,spp. (might be caerulea),shell
15561bH*,0.26,0.20,0.39,0.47,0.35,0.00,0.19,0.32,0.33,0.29,0.621381337,b,H,*,Patella,spp. (might be caerulea),shell
15561bH*,0.26,0.20,0.39,0.56,0.34,0.29,0.19,0.33,0.32,0.27,0.624534814,b,H,*,Patella,spp. (might be caerulea),shell
15562bH*,0.31,0.25,0.43,0.51,0.45,0.32,0.22,0.40,0.40,0.34,0.509790726,b,H,*,Patella,spp. (might be caerulea),shell
15562bH*,0.31,0.25,0.43,0.56,0.44,0.28,0.21,0.42,0.39,0.33,0.51427107,b,H,*,Patella,spp. (might be caerulea),shell
15563bH*,0.36,0.22,0.39,0.48,0.38,0.18,0.15,0.27,0.27,0.26,0.598864018,b,H,*,Patella,spp. (might be caerulea),shell
15563bH*,0.36,0.22,0.39,0.29,0.38,0.17,0.15,0.27,0.26,0.24,0.600230001,b,H,*,Patella,spp. (might be caerulea),shell
15564bH*,0.41,0.24,0.52,0.62,0.42,0.00,0.19,0.30,0.32,0.27,0.427344302,b,H,*,Patella,spp. (might be caerulea),shell
15564bH*,0.41,0.24,0.52,0.58,0.41,0.00,0.18,0.30,0.31,0.25,0.42625179,b,H,*,Patella,spp. (might be caerulea),shell
15565bH*,0.42,0.24,0.56,0.54,0.41,0.00,0.18,0.32,0.31,0.20,0.475807538,b,H,*,Patella,spp. (might be caerulea),shell
15565bH*,0.41,0.24,0.55,0.45,0.40,0.00,0.18,0.34,0.29,0.19,0.479887429,b,H,*,Patella,spp. (might be caerulea),shell
15566bH*,0.37,0.25,0.49,0.73,0.43,0.23,0.23,0.37,0.40,0.33,0.488094509,b,H,*,Patella,spp. (might be caerulea),shell
15566bH*,0.37,0.25,0.49,1.47,0.42,0.19,0.21,0.37,0.39,0.32,0.495265829,b,H,*,Patella,spp. (might be caerulea),shell
15567bH*,0.36,0.29,0.45,0.50,0.48,0.00,0.26,0.46,0.43,0.36,0.453250637,b,H,*,Patella,spp. (might be caerulea),shell
15567bH*,0.36,0.29,0.46,0.43,0.48,0.00,0.25,0.46,0.42,0.36,0.455210421,b,H,*,Patella,spp. (might be caerulea),shell
15568bH*,0.39,0.26,0.47,0.52,0.46,0.13,0.21,0.40,0.35,0.24,0.517363889,b,H,*,Patella,spp. (might be caerulea),shell
15568bH*,0.38,0.26,0.46,1.38,0.45,0.00,0.21,0.39,0.34,0.24,0.527654118,b,H,*,Patella,spp. (might be caerulea),shell
15569bH*,0.37,0.21,0.46,0.34,0.37,0.55,0.22,0.35,0.31,0.27,0.520839136,b,H,*,Patella,spp. (might be caerulea),shell
15569bH*,0.37,0.21,0.45,0.29,0.37,0.48,0.21,0.34,0.30,0.26,0.528596671,b,H,*,Patella,spp. (might be caerulea),shell
15570bH*,0.33,0.22,0.38,0.42,0.41,0.24,0.22,0.36,0.34,0.26,0.690331615,b,H,*,Patella,spp. (might be caerulea),shell
15570bH*,0.33,0.22,0.38,0.40,0.40,0.21,0.22,0.35,0.33,0.24,0.697286742,b,H,*,Patella,spp. (might be caerulea),shell
15571bH*,0.38,0.27,0.48,0.56,0.47,0.58,0.25,0.44,0.39,0.35,0.512176387,b,H,*,Patella,spp. (might be caerulea),shell
15571bH*,0.38,0.27,0.48,0.45,0.46,0.25,0.24,0.44,0.39,0.32,0.510129949,b,H,*,Patella,spp. (might be caerulea),shell
15572bH*,0.62,0.80,0.47,2.54,0.88,0.00,0.70,0.63,0.80,0.79,0.028230859,b,H,*,Patella,spp. (might be caerulea),shell
15572bH*,0.62,0.80,0.49,2.22,0.87,0.00,0.68,0.65,0.77,0.75,0.029275383,b,H,*,Patella,spp. (might be caerulea),shell
15573bH*,0.37,0.23,0.45,0.34,0.38,0.00,0.19,0.40,0.36,0.25,0.59742077,b,H,*,Patella,spp. (might be caerulea),shell
15573bH*,0.37,0.23,0.42,0.40,0.34,#DIV/0!,0.18,0.39,0.38,0.24,0.535418251,b,H,*,Patella,spp. (might be caerulea),shell
15574bH*,0.39,0.23,0.53,0.45,0.34,0.00,0.22,0.41,0.37,0.27,0.484213689,b,H,*,Patella,spp. (might be caerulea),shell
15574bH*,0.39,0.23,0.53,0.43,0.30,#DIV/0!,0.21,0.41,0.39,0.26,0.445022654,b,H,*,Patella,spp. (might be caerulea),shell
15575bH,0.35,0.22,0.49,0.33,0.39,0.00,0.20,0.40,0.37,0.29,0.52837564,b,H,,Patella,spp. (might be caerulea),shell
15575bH*,0.36,0.22,0.46,0.39,0.33,#DIV/0!,0.20,0.40,0.39,0.29,0.512835484,b,H,*,Patella,spp. (might be caerulea),shell
15576bH*,0.34,0.23,0.46,0.41,0.41,0.00,0.24,0.42,0.38,0.32,0.554549574,b,H,*,Patella,spp. (might be caerulea),shell
15577bH*,0.31,0.29,0.40,0.31,0.43,0.00,0.26,0.48,0.50,0.44,0.472219005,b,H,*,Patella,spp. (might be caerulea),shell
15578bH*,0.35,0.25,0.44,0.45,0.40,0.34,0.22,0.44,0.38,0.30,0.492790935,b,H,*,Patella,spp. (might be caerulea),shell
15579bH*,0.37,0.26,0.50,0.56,0.33,0.00,0.23,0.39,0.42,0.31,0.350002734,b,H,*,Patella,spp. (might be caerulea),shell
15580bH*,0.34,0.25,0.41,0.48,0.41,0.46,0.24,0.43,0.43,0.35,0.479421725,b,H,*,Patella,spp. (might be caerulea),shell
15581bH*,0.33,0.22,0.41,0.39,0.39,0.46,0.22,0.39,0.38,0.34,0.56475078,b,H,*,Patella,spp. (might be caerulea),shell
15582bH*,0.37,0.24,0.47,0.42,0.35,0.00,0.20,0.37,0.36,0.28,0.435760924,b,H,*,Patella,spp. (might be caerulea),shell
15583bH*,0.36,0.27,0.47,0.37,0.43,0.51,0.23,0.47,0.45,0.35,0.475934087,b,H,*,Patella,spp. (might be caerulea),shell
15584bH*,0.37,0.23,0.46,0.46,0.33,#DIV/0!,0.23,0.41,0.40,0.29,0.497394663,b,H,*,Patella,spp. (might be caerulea),shell
15585bH*,0.34,0.24,0.43,0.43,0.38,#DIV/0!,0.22,0.41,0.40,0.30,0.541215883,b,H,*,Patella,spp. (might be caerulea),shell
15586bH*,0.37,0.24,0.41,0.40,0.37,#DIV/0!,0.24,0.37,0.35,0.35,0.537651409,b,H,*,Patella,spp. (might be caerulea),shell
15597bH*,0.40,0.24,0.43,0.37,0.31,#DIV/0!,0.19,0.37,0.36,0.21,0.476666766,b,H,*,Patella,spp. (might be caerulea),shell
15598bH*,0.39,0.24,0.45,0.47,0.35,#DIV/0!,0.20,0.43,0.38,0.27,0.51109889,b,H,*,Patella,spp. (might be caerulea),shell
15599bH*,0.56,0.55,0.16,0.69,0.62,#DIV/0!,0.41,0.78,0.64,0.52,0.112137236,b,H,*,Patella,spp. (might be caerulea),shell
15600bH*,0.45,0.37,0.40,0.56,0.54,#DIV/0!,0.27,0.59,0.47,0.36,0.265049293,b,H,*,Patella,spp. (might be caerulea),shell
15576bH*,0.34,0.23,0.45,0.40,0.34,#DIV/0!,0.23,0.43,0.41,0.32,0.514990878,b,H,*,Patella,spp. (might be caerulea),shell
15577bH*,0.31,0.29,0.38,0.40,0.38,#DIV/0!,0.26,0.51,0.56,0.45,0.415501627,b,H,*,Patella,spp. (might be caerulea),shell
